ID,MS,NMSP,VE
10304,0.737025316,35.42550633,3.484810127
10305,0.558658009,36.30619048,5.475324675
10306,0.4875,29.99270833,4.214583333
10309,0.723181818,41.54018182,4.628181818
10318,0.728616352,49.08113208,5.462264151
10319,0.71849711,39.81936416,7.005780347
10320,0.716857143,31.33205714,3.353714286
10321,0.731060606,42.99909091,5.067424242
10322,0.667378049,44.62847561,4.42195122
10323,0.720118343,26.46982249,4.815976331
10324,0.716831683,28.76410891,3.946039604
10325,0.711,47.2506,4.791333333
10326,0.4184,24.07064,5.512
10327,0.720658683,41.66317365,4.988023952
10328,0.711676647,33.0139521,5.441317365
10329,0.691883117,31.35636364,3.55974026
10330,0.730714286,30.33907143,3.502857143
10331,0.735267857,38.23321429,4.280357143
10332,0.691150442,30.35247788,3.265486726
10333,0.729237288,36.4070339,4.488135593
10334,0.695495495,41.0827027,4.123423423
10335,0.684782609,37.4446087,4.467826087
10336,0.669130435,32.22486957,3.545217391
10337,0.688,34.55792,3.692
10338,0.605084746,39.57516949,4.258474576
10339,0.725728155,46.41504854,4.519417476
10361,0.724875931,98.48585608,9.343424318
10366,0.648809524,76.835,7.857142857
10367,0.649469697,51.89674242,6.060606061
10371,0.648148148,51.21333333,6.083333333
10373,0.646458333,58.734375,5.541666667
10374,0.65,54.89699301,6.132867133
10375,0.64969163,46.14189427,5.870044053
10376,0.649456522,53.51024457,5.669836957
10377,0.648928571,58.64651786,5.285714286
10378,0.65,57.92590476,5.704761905
10379,0.65,72.59184211,5.684210526
10380,0.649534884,49.37674419,4.194767442
10381,0.649047619,53.29301587,4.857142857
10382,0.649648562,49.95971246,6.123003195
10383,0.647671233,51.15027397,6.287671233
10384,0.64941573,43.83548315,3.919101124
10385,0.648080808,58.8230303,6.323232323
10386,0.64952381,53.01380952,6.662337662
10387,0.649614458,49.62072289,6.009638554
10388,0.649411765,54.91361345,6.176470588
10389,0.649758065,43.74717742,4.608870968
10390,0.65,42.31512605,4.62605042
10391,0.65,39.07324324,4.486486486
10392,0.65,54.053125,6.09375
10393,0.65,80.80089041,8.229452055
10394,0.65,52.53276923,7.061538462
10395,0.646904762,50.13761905,5.553571429
10396,0.65,45.16138462,5.223076923
10397,0.65,49.28428571,5.568452381
10398,0.65,62.53210526,5.75
10399,0.646338028,45.35253521,5.246478873
10400,0.65,40.77448276,5.189655172
10401,0.65,39.20791667,5.3125
10402,0.649525692,43.4915415,5.243083004
10403,0.65,55.16037594,5.293233083
10404,0.65,43.43229075,4.4030837
10405,0.649714286,49.20492308,5.53956044
10406,0.649456522,52.8225,4.565217391
10407,0.65,34.61527778,3.861111111
10408,0.649237288,47.68016949,5.042627119
10409,0.649710145,61.7384058,7.184782609
10410,0.646,56.022,4.7
10411,0.64917847,53.46708215,5.436260623
10412,0.649570313,38.71554688,3.72265625
10413,0.649868421,49.68131579,5.956140351
10414,0.649530686,48.14519856,5.240072202
10415,0.649542857,43.12274286,4.145142857
10416,0.65,48.61429907,4.750778816
10417,0.65,51.32924471,5.422356495
10418,0.65,24.46320988,4.432098765
10419,0.65,37.29644928,4.246376812
10420,0.65,43.27823529,4.239495798
10421,0.648732394,37.53598592,4.348591549
10422,0.649696203,39.70551899,4.181012658
10423,0.649590164,47.41393443,5.840163934
10424,0.65,39.17590909,4.056818182
10425,0.65,45.31393103,4.737931034
10426,0.65,46.04886598,4.569587629
10427,0.649754902,35.61995098,3.463235294
10428,0.65,22.90538462,2.576923077
10429,0.65,40.44659091,5.678030303
10430,0.65,56.4679,5.69
10431,0.65,44.29884354,5.224489796
10432,0.65,42.32842424,4.406060606
